run_id,run_started_at,is_official_collection_window,collection_type,node_id,node_name,sample_id,lat,lon,sampling_method,matched_road_name,target_road_names,velocity_kmph,free_flow_kmph,current_travel_time,free_flow_travel_time,confidence,recency_score,source_quality,congestion_ratio,density_proxy,los,congestion_level,road_closure,source_name,source_api,raw_path,extract_error,extracted_at
20260724T183808Z,2026-07-24T18:38:08+00:00,True,official_collection_window,N01_LY_THUONG_KIET,Ly Thuong Kiet,0,10.7705237,106.6580794,osm_corridor,Lý Thường Kiệt,Lý Thường Kiệt,30.0,30.0,1301.0,1301.0,1.0,0.7607787466666667,0.95,0.0,0.0,B,thoang,False,tomtom_flow,TomTom Traffic Flow Segment Data API,outputs\raw\tomtom_flow_N01_LY_THUONG_KIET_0.json,,2026-07-24T18:38:08+00:00
20260724T183808Z,2026-07-24T18:38:08+00:00,True,official_collection_window,N01_LY_THUONG_KIET,Ly Thuong Kiet,1,10.7702955,106.6582398,osm_corridor,Lý Thường Kiệt,Lý Thường Kiệt,35.0,35.0,1307.0,1307.0,1.0,0.7607787466666667,0.95,0.0,0.0,A,thoang,False,tomtom_flow,TomTom Traffic Flow Segment Data API,outputs\raw\tomtom_flow_N01_LY_THUONG_KIET_1.json,,2026-07-24T18:38:08+00:00
20260724T183808Z,2026-07-24T18:38:08+00:00,True,official_collection_window,N01_LY_THUONG_KIET,Ly Thuong Kiet,2,10.7711801,106.6579012,osm_corridor,Lý Thường Kiệt,Lý Thường Kiệt,30.0,30.0,1301.0,1301.0,1.0,0.7607787466666667,0.95,0.0,0.0,B,thoang,False,tomtom_flow,TomTom Traffic Flow Segment Data API,outputs\raw\tomtom_flow_N01_LY_THUONG_KIET_2.json,,2026-07-24T18:38:08+00:00
20260724T183808Z,2026-07-24T18:38:08+00:00,True,official_collection_window,N01_LY_THUONG_KIET,Ly Thuong Kiet,3,10.7690214,106.6585721,osm_corridor,Lý Thường Kiệt,Lý Thường Kiệt,35.0,35.0,1307.0,1307.0,1.0,0.7607787466666667,0.95,0.0,0.0,A,thoang,False,tomtom_flow,TomTom Traffic Flow Segment Data API,outputs\raw\tomtom_flow_N01_LY_THUONG_KIET_3.json,,2026-07-24T18:38:08+00:00
20260724T183808Z,2026-07-24T18:38:08+00:00,True,official_collection_window,N01_LY_THUONG_KIET,Ly Thuong Kiet,4,10.7688824,106.6586149,osm_corridor,Lý Thường Kiệt,Lý Thường Kiệt,35.0,35.0,1307.0,1307.0,1.0,0.7607787466666667,0.95,0.0,0.0,A,thoang,False,tomtom_flow,TomTom Traffic Flow Segment Data API,outputs\raw\tomtom_flow_N01_LY_THUONG_KIET_4.json,,2026-07-24T18:38:08+00:00
20260724T183808Z,2026-07-24T18:38:08+00:00,True,official_collection_window,N01_LY_THUONG_KIET,Ly Thuong Kiet,5,10.7728272,106.6574424,osm_corridor,Lý Thường Kiệt,Lý Thường Kiệt,35.0,35.0,1307.0,1307.0,1.0,0.7607787466666667,0.95,0.0,0.0,A,thoang,False,tomtom_flow,TomTom Traffic Flow Segment Data API,outputs\raw\tomtom_flow_N01_LY_THUONG_KIET_5.json,,2026-07-24T18:38:08+00:00
20260724T183808Z,2026-07-24T18:38:08+00:00,True,official_collection_window,N01_LY_THUONG_KIET,Ly Thuong Kiet,6,10.7677247,106.6589526,osm_corridor,Lý Thường Kiệt,Lý Thường Kiệt,35.0,35.0,1307.0,1307.0,1.0,0.7607787466666667,0.95,0.0,0.0,A,thoang,False,tomtom_flow,TomTom Traffic Flow Segment Data API,outputs\raw\tomtom_flow_N01_LY_THUONG_KIET_6.json,,2026-07-24T18:38:08+00:00
20260724T183808Z,2026-07-24T18:38:08+00:00,True,official_collection_window,N01_LY_THUONG_KIET,Ly Thuong Kiet,7,10.7671948,106.6589924,osm_corridor,Lý Thường Kiệt,Lý Thường Kiệt,30.0,30.0,1301.0,1301.0,1.0,0.7607787466666667,0.95,0.0,0.0,B,thoang,False,tomtom_flow,TomTom Traffic Flow Segment Data API,outputs\raw\tomtom_flow_N01_LY_THUONG_KIET_7.json,,2026-07-24T18:38:08+00:00
20260724T183808Z,2026-07-24T18:38:08+00:00,True,official_collection_window,N01_LY_THUONG_KIET,Ly Thuong Kiet,8,10.7663911,106.6592173,osm_corridor,Lý Thường Kiệt,Lý Thường Kiệt,30.0,30.0,1301.0,1301.0,1.0,0.7607787466666667,0.95,0.0,0.0,B,thoang,False,tomtom_flow,TomTom Traffic Flow Segment Data API,outputs\raw\tomtom_flow_N01_LY_THUONG_KIET_8.json,,2026-07-24T18:38:08+00:00
20260724T183808Z,2026-07-24T18:38:08+00:00,True,official_collection_window,N02_BA_THANG_HAI,Ba Thang Hai,0,10.7641664,106.6604857,osm_corridor,Ba Tháng Hai,Ba Tháng Hai,33.0,33.0,382.0,382.0,1.0,0.7607787466666667,0.95,0.0,0.0,B,thoang,False,tomtom_flow,TomTom Traffic Flow Segment Data API,outputs\raw\tomtom_flow_N02_BA_THANG_HAI_0.json,,2026-07-24T18:38:08+00:00
20260724T183808Z,2026-07-24T18:38:08+00:00,True,official_collection_window,N02_BA_THANG_HAI,Ba Thang Hai,1,10.7640794,106.6603177,osm_corridor,Ba Tháng Hai,Ba Tháng Hai,33.0,33.0,382.0,382.0,1.0,0.7607787466666667,0.95,0.0,0.0,B,thoang,False,tomtom_flow,TomTom Traffic Flow Segment Data API,outputs\raw\tomtom_flow_N02_BA_THANG_HAI_1.json,,2026-07-24T18:38:08+00:00
